id	title	startTime	endTime	url	tags	address	name	latitude	longitude
26	Velonomika	2021-09-26T08:30:00Z	2021-09-26T20:00:00Z	https://fb.me/e/3QUHM3cMI		Naamsestraat 61	College van Premonstreit		
27	Welcome Back Fest	2021-10-05T11:30:00Z	2021-10-05T20:00:00Z	https://fb.me/e/1eJZn1fOb	Party	Kardinaal Mercierlaan 46	OHL		
32	Infoavond & introductie CPR	2021-10-05T18:30:00Z	2021-10-05T20:30:00Z	https://www.facebook.com/events/256584176368777	Charity, Workshop, Lecture		MTC (Maria-Theresiacollege), lokaal 2.13	50.87692362295045	4.701615022120653
33	Registration stand	2021-09-27T08:00:00Z	2021-09-27T10:00:00Z	https://www.wina.be/nl/evenementen/2021-inschrijfstand-2021/		Celestijnenlaan 200, 3001 Heverlee	Field in front of A building	50.8668457305139	4.679143474993883
34	EJW spelletjesavond	2021-09-27T18:00:00Z	2021-09-27T21:00:00Z	https://www.wina.be/nl/evenementen/2021-ejw-spelletjesavond/	First-year students	Celestijnenlaan 200	200S 00.03		
35	Eerstejaars spelletjesnamiddag 	2021-10-07T12:00:00Z	2021-10-07T16:00:00Z		First-year students	Blijde Inkomststraat 11, 3000 Leuven	Fakbar Letteren	50.87724010863243	4.708030866084276
37	Eerstejaarsweekend	2021-10-08T16:00:00Z	2021-10-10T11:00:00Z	https://fb.me/e/1krwt34Jn	First-year students		Scouts en Gidsen Hever- Schiplaken		
38	PeMe namiddag Revaki	2021-09-27T12:00:00Z	2021-09-27T21:00:00Z	https://fb.me/e/2xr2tAto7	First-year students		Alma 3		
39	PeMe namiddag LO&BW	2021-09-28T12:00:00Z	2021-09-28T21:00:00Z	https://fb.me/e/1bHKxTAef	First-year students		Alma 3		
40	Onthaaldagen	2021-09-22T12:00:00Z	2021-09-24T10:00:00Z	https://fb.me/e/1OIZR74xE	First-year students	Roosterbergstraat 36B 3680 Opoeteren	Bivakhuis 't Driege		
42	Startersdag eerstejaars	2021-09-27T10:00:00Z	2021-09-27T21:00:00Z	https://fb.me/e/Ors3zrwf	Education, First-year students	Celestijnenlaan 200, 3001 Heverlee	Campus Arenberg		
43	Openingsfeest VTK100	2021-09-29T14:00:00Z	2021-09-29T19:00:00Z	https://fb.me/e/19YeVfKje	Party		Arenbergkasteel		
44	Eerstejaarsloopje	2021-09-30T18:30:00Z	2021-09-30T19:00:00Z	https://fb.me/e/XK6Gwuhi	Sport, First-year students		Atletiekpiste Sportkot		
45	Tweedejaarsloopje	2021-09-29T18:30:00Z	2021-09-29T19:00:00Z	https://fb.me/e/1aLkUUM1a	Sport		Atletiekpiste Sportkot		
46	Onthaal 2.0: TweedejaarsBBQ	2021-09-30T16:00:00Z	2021-09-30T20:00:00Z	https://fb.me/e/1SWPRrSs9	Culinary	Celestijnenlaan 200, 3001 Heverlee	Grasveld C200		
47	Openingscantus	2021-09-28T16:00:00Z	2021-09-28T20:00:00Z	https://fb.me/e/13rJOzOCL	Cantus	Celestijnenlaan 200, 3001 Heverlee	Field C200		
48	Onthaal 2.0: Bierpongtoernooi	2021-09-27T16:45:00Z	2021-09-27T20:00:00Z	https://fb.me/e/90aMiWyfw		Celestijnenlaan 200, 3001 Heverlee	Grasveld C200		
49	Onthaalbar	2021-09-27T14:00:00Z	2021-09-27T20:00:00Z	https://fb.me/e/WKVaDzF5	First-year students		Grasveld naast Theokot		
50	Project Leuven Festival	2021-10-06T12:00:00Z	2021-10-07T21:59:00Z	https://fb.me/e/2KrU1Vw0S	Culture, Party	Studentenwijk Arenberg 1, 3001 Heverlee	Festival Field Alma 3		
51	Onthaalweekend	2021-09-21T22:00:00Z	2021-09-23T22:00:00Z	https://www.facebook.com/events/813124456023030	First-year students	Bethunestraat 11, 8970 Poperinge	Kamphuis Ter Elven		
53	EJW @Oude markt 	2021-09-28T18:00:00Z	2021-09-28T20:00:00Z	https://www.wina.be/nl/evenementen/2021-EJW-Oude-Markt/	First-year students	Studentenwijk Arenberg 4/0	Winagang		
54	EJW Karaoke	2021-09-30T18:00:00Z	2021-09-30T20:00:00Z	https://www.wina.be/nl/evenementen/2021-ejw-karaoke/	First-year students	Celestijnenlaan 200S	200 S		
55	EJW Kubb	2021-09-30T10:00:00Z	2021-09-30T12:00:00Z	https://www.wina.be/nl/evenementen/2021-ejw-kubb-middag/	Sport, First-year students		 Grasveld tussen Thermotechnisch instituut en de Dijle (00.T003)		
58	Onthaal: Stadsspel	2021-09-29T19:00:00Z	2021-09-29T21:00:00Z	https://fb.me/e/17rmjwsaX	First-year students		Ladeuzeplein		
59	Onthaalactiviteit Sport	2021-09-28T13:00:00Z	2021-09-28T15:00:00Z		Sport, First-year students		Beachvolleybal velden		
61	Kroegentocht Cluster	2021-09-22T17:30:00Z	2021-09-22T23:00:00Z	https://fb.me/e/Ee4IaFa6	Party	Lemmensberg 3			
62	Clustercafé	2021-09-21T17:30:00Z	2021-09-21T23:00:00Z	https://fb.me/e/1IJMCQXhu	Party	Lemmensberg 3			
63	Eerstejaarsweekend BIOS	2021-09-23T13:30:00Z	2021-09-24T22:00:00Z	https://fb.me/e/2kIxs1sz5	First-year students		Chirolokalen Holsbeek-plein		
64	Break The Bubble TD	2021-10-06T19:00:00Z	2021-10-07T02:00:00Z	https://fb.me/e/1ig26USPs	Party		Popclub (Rumba)		
65	Night of the Lion	2021-11-04T18:00:00Z	2021-11-05T03:00:00Z	https://fb.me/e/1Q37PBJIy	Party	Brabantlaan 1, 3001 Leuven	Brabanthal		
66	STUVO Kick off event Cluster	2021-09-29T13:00:00Z	2021-09-29T21:30:00Z	https://fb.me/e/1DCNLGYfL	First-year students	Lemmensberg 3			
67	Rekruteringsavond Quivr	2021-10-12T18:00:00Z	2021-10-12T21:00:00Z				Agora Machu Picchu		
68	EJW Quiz	2021-09-29T17:00:00Z	2021-09-29T19:00:00Z	https://www.wina.be/nl/evenementen/2021-ejw-pr%C3%A9-bar-quiz/	Quiz, First-year students	Celestijnenlaan 200K, 3001 Heverlee	200K lokaal 00.06	50.86368345693925	4.6801090702392445
69	First Year Cocktailparty	2021-09-29T18:00:00Z	2021-09-29T21:59:00Z	https://www.facebook.com/events/1460636790988346	First-year students	Blijde Inkomststraat 11, 3000 Leuven	Fak Letteren	50.87734673166684	4.708143518862902
70	Cocktail party 	2021-10-06T18:00:00Z	2021-10-06T21:59:00Z		Party	Blijde Inkomststraat 11, 3000 Leuven	Fak Letteren	50.877312883110825	4.708111332354723
71	Boer(in) ZKT Beest cantus	2021-09-29T15:30:00Z	2021-09-29T19:00:00Z	https://fb.me/e/174URBVHN	Cantus, Party		Campus Arenberg		
72	Free Breakfast BSA	2021-09-27T06:00:00Z	2021-09-27T10:00:00Z	https://industria.be/industria-activities/free-breakfast-bsa/		Andreas Vesaliusstraat 13, 3000 Leuven, Belgium	Blue Stone, Group T	4.6975327	50.8829111
73	Change the system, not the climate: in gesprek met Jos D'Haese	2021-10-12T17:00:00Z	2021-10-12T20:00:00Z	https://www.facebook.com/events/1008244823347614	Lecture	Parkstraat 49, 3000 Leuven	AV 01.12	50.873027457343156	4.703540848193346
74	OnthaalBBQ	2021-09-29T16:00:00Z	2021-09-29T20:00:00Z	https://fb.me/e/5z2cwEkXm	Culinary, First-year students		Grasveld C200		
75	Onthaal Picknick	2021-10-01T10:30:00Z	2021-10-01T12:00:00Z	https://fb.me/e/1jnJYnd5i	Culinary, First-year students		Grasveld naast Theokot		
76	VTK Bureau 1	2021-09-29T10:45:00Z	2021-09-29T12:00:00Z	https://fb.me/e/FcoKaOmp	Education		Aula de Molen		
77	Total LOZA	2021-10-08T20:00:00Z	2021-10-09T03:00:00Z	https://fb.me/e/11wCgQOWt	Party	Tervuursevest 60, 3000 Leuven	't ElixIr		
78	MEATing BBQ	2021-09-30T16:00:00Z	2021-09-30T19:00:00Z		Culinary	Arnould Nobelstraat 11, 3000 Leuven	Tuin de Walque	50.87727903453036	4.712638901171862
79	Eetverkoop Friet-uren	2021-09-28T10:00:00Z	2021-09-28T13:00:00Z	https://www.facebook.com/events/2998303953820871	Culinary	Blijde Inkomststraat 11, 3000 Leuven	Fak Letteren	50.87728580424843	4.708089874682604
80	Onthaal Kulak	2021-09-28T14:00:00Z	2021-09-28T16:00:00Z	https://www.facebook.com/events/559776415234814		Erasmusplein 2, 3000 Leuven	MSI		
81	OPENINGSCANTUS	2021-09-29T18:00:00Z	2021-09-29T22:00:00Z	https://industria.be/industria-activities/oc1/	Cantus	Tiensestraat 51, 3000 Leuven, Belgium	Recup	4.6975327	50.8829111
82	Cakeaway	2021-09-30T12:00:00Z	2021-09-30T14:00:00Z		Culinary	Blijde Inkomststraat 11, 3000 Leuven	Fak Letteren	50.87727903453036	4.708068417010485
83	Looptraining 1	2021-10-04T18:00:00Z	2021-10-04T19:00:00Z	https://fb.me/e/Fojp2JW8	Sport		Sportkot Leuven		
84	Openingsweek Baarr	2021-09-26T12:00:00Z	2021-09-27T00:00:00Z	https://www.facebook.com/events/536773974092234?ref=newsfeed					
85	Openingsavond Gnorgl	2021-09-27T20:00:00Z	2021-09-28T01:00:00Z	https://www.facebook.com/events/1038735483612438?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22search%22%7D]%2C%22ref_notif_type%22%3Anull%7D	Party	Geldenaaksebaan 2	Gnorgl	50.8688702855475	4.707896755633532
87	Info Event AFC-AFD-AFT	2021-10-04T18:00:00Z	2021-10-04T20:30:00Z	https://bit.ly/3lGBnZ0	Lecture, First-year students	Andreas Vesaliusstraat 11, 3000 Leuven	Auditorium Vesalius	50.87551210448842	4.70818643420714
88	Opnieuwjaar Countdown	2021-09-30T21:00:00Z	2021-09-30T23:00:00Z		Party	Ladeuzeplein	Ladeuzeplein	50.878294481251345	4.706995533404528
89	Road to CEO: The importance of finance	2021-10-13T17:45:00Z	2021-10-13T19:45:00Z	https://fb.me/e/VbLipkY8		Andreas Vesaliusstraat 11, 3000 Leuven	Auditorium Vesalius	50.87545117467135	4.708331273493944
90	Tour around Leuven	2021-09-28T17:00:00Z	2021-09-28T20:00:00Z	https://industria.be/industria-activities/eerstejaars-rondleiding-door-leuven/	First-year students	Andreas Vesaliusstraat 13, 3000 Leuven	Group T	4.6975327	50.8829111
91	Eerstejaarsfuif Cluster	2021-09-30T18:30:00Z	2021-09-30T23:00:00Z	https://fb.me/e/3UmVRqfwI	Party, First-year students	Lemmensberg 3			
92	Plank & Drank	2021-09-30T12:00:00Z	2021-09-30T20:00:00Z	https://www.facebook.com/events/227129642798320	Culinary	Erasmusplein	Erasmusplein, 3000 Leuven		
93	Recruitment info event: join AIESEC in Leuven	2021-09-27T18:00:00Z	2021-09-27T19:00:00Z	https://bit.ly/join-AIESECinLeuven	Culture, International, Career, First-year students	Andreas Vesaliusstraat 13, 3000 Leuven	Aula Group T	50.874841872119795	4.708004043994127
94	Recruitment info event: join AIESEC in Leuven	2021-10-04T18:00:00Z	2021-10-04T19:00:00Z	https://bit.ly/join-AIESECinLeuven	Culture, International, Career, First-year students	Andreas Vesaliusstraat 13, 3000 Leuven	Aula Group T	50.87488249253778	4.707832382617174
95	Speeddaten met Mecenas	2021-09-28T15:00:00Z	2021-09-28T17:00:00Z	https://www.facebook.com/events/573522363865466?active_tab=about	First-year students	Erasmusplein 2, 3000 Leuven	Erasmustuin - 'De Arena'		
96	Tijd voor een vieruurtje!	2021-09-29T14:00:00Z	2021-09-29T16:00:00Z	https://www.facebook.com/events/185470340376901?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D%2C%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22edit_dialog%22%7D]%2C%22ref_notif_type%22%3Anull%7D	First-year students	Blijde Inkomststraat 11	Alfa perma		
97	Mecenas @ the movies	2021-09-29T18:30:00Z	2021-09-29T21:00:00Z	https://www.facebook.com/events/252312620150971/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D	First-year students		MSI 00.28		
98	Lunchdate met Mecenas	2021-09-30T12:00:00Z	2021-09-30T14:00:00Z	https://www.facebook.com/events/898317344441592/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D	First-year students	Tiensestraat 115	Alma 1		
99	VRG/Crimen Start-to-24Run	2021-10-06T18:00:00Z	2021-10-06T20:00:00Z	https://www.facebook.com/events/648467929487260	Sport	Tiensestraat 53, 3000 Leuven	Huis der Rechten		
100	Openingscantus: Terug van Weggeweest	2021-09-30T18:30:00Z	2021-09-30T23:00:00Z		Cantus	Tiensestraat 51, Leuven	Zaaltje Recup		
101	Lezing: burn-out bij studenten met Prof. Dr. Hans De Witte	2021-10-06T18:00:00Z	2021-10-06T20:00:00Z	https://fb.me/e/2B5zkZZdR	Education, Lecture	Dekenstraat 2, 3000 Leuven	VHI aula 01.29	50.87438150490879	4.707413958010851
102	Outdoor Yoga	2021-10-07T16:30:00Z	2021-10-07T18:30:00Z	https://fb.me/e/5FEDfSii6	Sport, International	Tervuursestraat 56, 3000 Leuven	The garden of Residence Copal	50.87846033544693	4.68771045058745
103	Onthaaldag Kring Logopedie en Audiologie 	2021-09-27T07:45:00Z	2021-09-27T14:00:00Z	https://fb.me/e/1ITvz9CWO	First-year students	Raoul Claesstraat	De Bruul Park	4.6975327	50.8829111
104	Openingsfak KLA	2021-09-28T20:00:00Z	2021-09-29T00:00:00Z	https://fb.me/e/1eu4phfTE	Party	Oude Markt 2	Bar Bizar	4.6975327	50.8829111
105	Eerstejaars groenwandeling	2021-09-28T17:00:00Z	2021-09-28T19:00:00Z	https://fb.me/e/dM5Zb5kf9	Education, First-year students		Ingang PLTK		
106	Eerstejaarsreceptie	2021-09-27T14:15:05Z	2021-09-27T16:15:05Z	https://fb.me/e/BRjOuUNG	First-year students		PLTK 01.30		
107	Onthaalweek - Initiatiecantus	2021-09-28T18:00:00Z	2021-09-28T21:55:00Z	https://fb.me/e/5tBF9SbXb	Cantus, First-year students	Tiensestraat 51	Recup		
108	Onthaalweek - Casino-avond	2021-09-29T18:00:00Z	2021-09-29T21:55:00Z	https://fb.me/e/1lLw9Do9x	Culture, First-year students	Dekenstraat 2	Ekobar		
109	In The Open - Openluchtcinema	2021-09-29T18:00:00Z	2021-09-29T21:55:00Z	https://fb.me/e/FXGwwo4z	Culture	Steengroevenlaan 3	Alma 3		
110	Get To Know Leuven - Treasure Hunt Edition	2021-09-28T12:00:00Z	2021-09-28T14:00:00Z	https://fb.me/e/1Ra2Gb6c9	Culture, Sport, International	Dekenstraat 2	Ekobar		
111	Education Kick-Off	2021-09-27T12:00:00Z	2021-09-27T16:00:00Z		Education, International	Naamsestraat 61	CPR		
112	Onthaalblokhut	2021-09-28T19:00:00Z	2021-09-28T21:00:00Z	https://fb.me/e/KecCa3RW	Party, First-year students	Oude Markt 49	Café De Blokhut		
113	Onthaalweek - Jeneverrondleiding	2021-09-27T18:00:00Z	2021-09-27T21:00:00Z	https://fb.me/e/1lLDE7hDG	Culture, Party, First-year students	Dekenstraat 2	Ekobar		
114	Study Career Q&A	2021-09-30T07:30:00Z	2021-09-30T14:30:00Z	https://fb.me/e/1gBq2VDPq	Education	Naamsestraat 61	CPR		
115	Career Kick-Off	2021-09-29T15:30:00Z	2021-09-29T19:30:00Z	https://fb.me/e/2sHVhqcrm	Education, Lecture, Career		College De Valk		
116	Aardbal	2021-09-30T18:00:00Z	2021-09-30T20:00:00Z	https://fb.me/e/NeeRsJz2	Sport, First-year students		Kunstgrasveld 2 sportkot		
117	EUROAVIA Hackathon	2021-10-08T14:00:00Z	2021-10-09T16:30:00Z	https://www.hackathon.euroavia.eu/					
118	Groot Openingsdebat LVSV Leuven	2021-10-11T18:00:00Z	2021-10-11T20:00:00Z	https://fb.me/e/RxN5fK7u	Education, Lecture, First-year students		Aula Pieter De Somer		
119	Orientation Days: City Game by ESN Leuven	2021-10-02T18:30:00Z	2021-10-02T22:00:00Z	https://fb.me/e/2MMLMa5t0	Culture, International	Grote Markt, 3000 Leuven	Grote Markt, Leuven	4.6975327	50.8829111
120	Orientation Days: Sports Afternoon by ESN Leuven	2021-10-03T12:00:00Z	2021-10-03T16:00:00Z	https://fb.me/e/265mbLejr	Sport, International	Studentenwijk Arenberg 1-23, 3001 Leuven	Sports Center KU Leuven	4.6975327	50.8829111
121	The Comeback Party by ESN Leuven	2021-10-01T20:00:00Z	2021-10-02T02:00:00Z	https://fb.me/e/1O2tbP76J	Party, International	Kiekenstraat 6, 3000 Leuven	Rumba	4.6975327	50.8829111
122	Ardennes Weekend by ESN Leuven	2021-10-08T15:00:00Z	2021-10-10T17:00:00Z	https://fb.me/e/aBF3Cbi2G	Cantus, Culture, Sport, Party, International	Gouvy, Belgium	Gouvy, Belgium	4.6975327	50.8829111
123	Upperdare	2021-10-11T18:00:00Z	2021-10-11T21:00:00Z	https://fb.me/e/2voNeS8QA	Culture		De Sportzak 		
124	EJW@Alma3	2021-10-04T16:00:00Z	2021-10-04T17:30:00Z	https://www.wina.be/nl/evenementen/2021-ejwalma3/	Culinary, First-year students	Steengroevenlaan 3, 3001 Leuven	Alma 3	50.86727908748347	4.683510111270128
125	EJW Stadsspel	2021-10-05T18:00:00Z	2021-10-05T21:00:00Z	https://www.wina.be/en/evenementen/2021-ejw-stadsspel/	First-year students	Studentenwijk Arenberg 4, 3001 Heverlee	Winagang	50.86884997272351	4.686755584178148
126	EJW family party	2021-10-06T18:00:00Z	2021-10-06T20:00:00Z	https://www.wina.be/en/evenementen/ejw-family-party/		Celestijnenlaan 200K, 3001 Heverlee	Room 00.06	50.86383243395644	4.679663823542772
127	Goeie ouderwetse wiesavond	2021-10-05T18:00:00Z	2021-10-05T21:59:00Z	https://fb.me/e/7mIqTFHu8		Schapenstraat 105	Bar del Sol	50.87079319285509	4.69819788783568
128	Loopsessies 24 Urenloop	2021-09-29T17:00:00Z	2021-09-29T19:00:00Z	https://fb.me/e/1JtxTBFVb	Sport	Dekenstraat 2	Ekobar		
129	Loopsessies 24 Urenloop	2021-10-04T17:00:00Z	2021-10-04T19:00:00Z	https://fb.me/e/1JtxTBFVb	Sport	Dekenstraat 2	Ekobar		
131	Loopsessies 24 Urenloop	2021-10-11T17:00:00Z	2021-10-11T19:00:00Z	https://fb.me/e/1JtxTBFVb	Sport	Dekenstraat 2	Ekobar		
132	Loopsessies 24 Urenloop	2021-10-13T17:00:00Z	2021-10-13T19:00:00Z	https://fb.me/e/1JtxTBFVb	Sport	Dekenstraat 2	Ekobar		
133	Loopsessies 24 Urenloop	2021-10-06T17:00:00Z	2021-10-06T19:00:00Z	https://fb.me/e/1JtxTBFVb	Sport	Dekenstraat 2	Ekobar		
134	Eerstejaarscantus	2021-10-04T18:00:00Z	2021-10-05T00:00:00Z	https://www.facebook.com/events/394478122236843	Cantus, First-year students	Tiensestraat 51	Zaaltje recup		
135	Roaring Start	2021-10-04T20:00:00Z	2021-10-05T02:00:00Z	https://www.facebook.com/events/241987411206021	Party	Tiensestraat 53, 3000 Leuven	Huis der Rechten		
136	Historia's First Tuesday	2021-10-05T18:00:00Z	2021-10-06T02:00:00Z	https://www.facebook.com/events/2120659478081935	Party	Blijde Inkomststraat 11	Fakbar Letteren	50.87725872537024	4.7080255016662464
137	KULMUN Membership Info Session	2021-10-05T18:15:00Z	2021-10-05T20:15:00Z	https://www.kulmun.be/info-session	International	Parkstraat 51, 3000 Leuven	Aula Max Weber		
138	Infosessie mentoren Debat Squad	2021-10-04T17:00:00Z	2021-10-04T19:00:00Z	https://fb.me/e/QD2FUWoq	Education, Workshop, Career	Tiensestraat 10, Leuven	Nieuwe Valk (DV 3, lokaal 1.19)	4.6975327	50.8829111
139	Second Hand Book Sale	2021-10-01T06:00:00Z	2021-10-01T16:00:00Z		Education	Andreas Vesaliusstraat 13, 3000 Leuven	Small Alma 	4.6975327	50.8829111
140	Opening Reception 	2021-09-30T16:30:00Z	2021-09-30T19:30:00Z	https://industria.be/industria-activities/opening-reception/	Party	Andreas Vesaliusstraat 13, 3000 Leuven	Group T	4.6975327	50.8829111
141	Openingscantus Gaudia	2021-10-06T18:30:00Z	2021-10-06T22:30:00Z	https://fb.me/e/15vIxkjAP	Cantus, Culture, First-year students	Zeelstraat (tegenover 't Archief)	Zaal Blauwvoet, Prosit	50.87836894647341	4.700343655047594
142	Kennismakingsavond	2021-10-13T18:00:00Z	2021-10-13T21:00:00Z	https://fb.me/e/3MHpLnnYc	Culture, First-year students	Parijsstraat 34 Leuven	De Metafoor		
143	Introductory rehearsal 1	2021-09-30T17:45:00Z	2021-09-30T20:30:00Z	https://fb.me/e/275JCpSo9	Culture, First-year students	Janseniusstraat 2, 3000 Leuven	Paridaens	50.876250025947854	4.696674393115221
144	Introductory rehearsal 2	2021-10-07T17:45:00Z	2021-10-07T20:30:00Z	https://fb.me/e/275JCpSo9	Culture, First-year students	Janseniusstraat 2, 3000 Leuven	Paridaens	50.876209406721834	4.69669585078734
145	INFO EVENT 180 Degrees Consulting Leuven 	2021-10-06T18:30:00Z	2021-10-06T20:30:00Z	https://fb.me/e/13YZxtoG2	Education, Lecture, Career	Tiensestraat 41, 3000 Leuven	College De Valk - Aula Zeger Van Hee DV1 91.56	50.87794584703826	4.704640553889452
148	EJW BBQ	2021-10-07T16:00:00Z	2021-10-07T19:00:00Z	https://www.wina.be/en/evenementen/ejw-bbq/	Culinary, First-year students	Heverlee	Between the Arenberg Castle and the Mill	50.86303336983958	4.682501600680529
150	Culticlan	2021-10-12T18:00:00Z	2021-10-12T20:00:00Z	https://fb.me/e/4BN7qOA3q	Culture		Trappen voor Gymnasium		
151	Initiatiecantus Apolloon	2021-10-13T17:00:00Z	2021-10-13T21:00:00Z	https://fb.me/e/13vW3Bapu	Cantus		Waaiberg		
152	The Big BIG Boit	2021-10-05T20:00:00Z	2021-10-06T00:00:00Z	https://www.facebook.com/events/405880360902293?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22search%22%7D]%2C%22ref_notif_type%22%3Anull%7D	Party	Geldenaaksebaan 2	Gnorgl		
153	Openingsavond XL	2021-10-03T20:00:00Z	2021-10-04T00:00:00Z	https://www.facebook.com/events/902849613936999?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22search_results%22%2C%22surface%22%3A%22search%22%7D]%2C%22ref_notif_type%22%3Anull%7D	Party	Geldenaaksebaan 2	Gnorgl		
154	Barpocalypse	2021-10-06T19:00:00Z	2021-10-07T03:00:00Z	https://www.wina.be/en/evenementen/barpocalypse/	Party	Steengroevenlaan 3	Alma 3		
155	EJW picknick	2021-10-08T11:00:00Z	2021-10-08T12:00:00Z	https://www.wina.be/nl/evenementen/2021-ejw-picknick/	First-year students	Celestijnenlaan 200	Veldje bij de A-blok (Arenberg III)		
156	Education Brunch	2021-10-13T08:30:00Z	2021-10-13T11:30:00Z	https://www.wina.be/en/evenementen/education-brunch-2021/			Foyer 200A		
157	Info moment Culture trip	2021-10-14T11:00:00Z	2021-10-14T12:00:00Z	https://www.wina.be/en/evenementen/info-moment-culture-trip/	Culture		200S 00.03		
158	Game night	2021-10-12T18:00:00Z	2021-10-12T21:00:00Z	https://www.wina.be/en/evenementen/2021-2021-spelletjesavond/		Sint-Hubertusstraat 3			
159	Winabar III: Return of the Kruvel	2021-10-13T19:00:00Z	2021-10-14T03:00:00Z	https://www.wina.be/en/evenementen/winabar-iii-return-kruvel/	Party	Steengroevenlaan 3	Alma 3		
160	Schachtenconvent	2021-10-14T18:00:00Z	2021-10-14T22:00:00Z	https://fb.me/e/1QIbdRnvt	Cantus, First-year students	Zeelstraat 10	't Adtje		
161	Spelletjesavond	2021-10-13T17:00:00Z	2021-10-13T20:00:00Z	https://fb.me/e/LbD3qUzt	Culture, First-year students		PLTK 01.30		
162	Peter-meteravond	2021-10-04T18:00:00Z	2021-10-04T20:00:00Z	https://fb.me/e/17SqET7wq	First-year students		Zoölogisch instituut		
164	PeMe Kick-off	2021-10-04T18:00:00Z	2021-10-05T20:00:00Z	https://fb.me/e/2xltJjXYG		Studentenwijk Arenberg 1, 3001 Leuven	Alma 3		
165	VTK Looptrainingen 24 urenloop	2021-10-04T18:30:00Z	2021-10-21T19:30:00Z	https://fb.me/e/1982ysCTm	Sport		Atletiekpiste Sportkot		
166	Kanweek Startvergadering	2021-10-07T10:30:00Z	2021-10-07T12:00:00Z	https://fb.me/e/NnXahmAn			200M - 00.07		
167	Cocktails at the Castle	2021-10-11T17:00:00Z	2021-10-11T21:59:00Z	https://fb.me/e/Tt9YIPmU	Culture, Workshop		Field between de Molen and Arenbergkasteel		
168	Startvergadering Halftime	2021-10-12T10:30:00Z	2021-10-12T12:00:00Z	https://fb.me/e/e0KGErKtf			BOKU 03.10		
169	Startvergadering Overtime	2021-10-12T10:30:00Z	2021-10-12T12:00:00Z	https://fb.me/e/1B4I3Cyit					
170	Karaoke night	2021-10-05T18:00:00Z	2021-10-05T21:59:00Z	https://www.facebook.com/events/621124215731378?ref=newsfeed	Culture	Kasteelpark 37, Heverlee	Baarr		
171	Chouffe & bitterballen	2021-10-14T15:00:00Z	2021-10-15T00:00:00Z	https://www.facebook.com/events/581444502982615/?ref=newsfeed		Kasteelpark 37, Heverlee	Baarr		
172	Tweedejaarsweekend	2021-10-08T11:00:00Z	2021-10-10T12:00:00Z	https://www.facebook.com/events/926738027915821	Cantus, Education, Party	Bergeindestraat 70f, 3680 Opoeteren	Bivak De Zandhoek - De Oeter		
173	PAL-Tutortraining	2021-10-11T11:00:00Z	2021-10-11T12:00:00Z	https://www.facebook.com/events/825357831482965	Education	Tiensestraat 41, 3000 Leuven	College De Valk		
174	ALFA'S FOUTE AVOND	2021-10-04T19:00:00Z	2021-10-05T02:00:00Z	https://fb.me/e/1atgcok3F	Party	Blijde Inkomststraat 11, 3000 Leuven	Fakbar Letteren		
175	BEST: Open Meeting	2021-10-12T18:00:00Z	2021-10-12T20:00:00Z	https://www.facebook.com/events/378996250570138?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D		Kasteelpark Arenberg 41, 3001 Leuven	BEST Office	50.86104580795554	4.683038042647216
176	Openingsavond De Sportzak	2021-10-03T19:00:00Z	2021-10-03T21:00:00Z	https://fb.me/e/2sFV8SSLf	Party		De Sportzak		
177	24-urenloop training 1	2021-10-12T17:45:00Z	2021-10-12T19:00:00Z	https://www.wina.be/nl/evenementen/2021-24-urenlooptraining-1/	Sport		Samenkomen @ winagang; trainen op de atletiekpiste		
178	24 Urenlooptraining 2	2021-10-14T17:45:00Z	2021-10-14T19:00:00Z	https://www.wina.be/en/evenementen/24-hour-run-practice-2/	Sport		Assemble @ the winagang; train on the athletic track		
179	Historia Openingscantus: Liberation Celebration	2021-10-13T18:00:00Z	2021-10-13T21:59:00Z		Cantus	Tiensestraat 51	Recup	50.87719779783672	4.704726384577929
180	Durüm food stall	2021-10-19T10:00:00Z	2021-10-19T12:00:00Z	https://www.wina.be/en/evenementen/dur%C3%BCm-food-stall/	Culinary		Field in front of 200A		
181	24 Urenlooptraining 3	2021-10-19T17:45:00Z	2021-10-19T19:00:00Z	https://www.wina.be/en/evenementen/24-urenlooptraining-3/	Sport		Assemble @ the winagang; train on the athletic track 		
182	Student baptism	2021-10-20T11:00:00Z	2021-10-20T13:00:00Z	https://www.wina.be/en/evenementen/student-baptism/			Field Winagang		
183	The barpostles	2021-10-20T20:00:00Z	2021-10-21T03:00:00Z	https://www.wina.be/en/evenementen/barpostles/	Party	Steengroevenlaan 3	Alma 3		
184	Doopcantus	2021-10-21T18:00:00Z	2021-10-21T21:00:00Z	https://www.wina.be/en/evenementen/2021-doopcantus/	Cantus		Pavo		
